
PALANTIR TECHNOLOGIES INC.,Last: 15.545,Change:  -0.175
"Date: August 15, 2023 at 1:56 PM EDT",Bid: 15.54,Ask: 15.55,Size: 57*59,"Volume: 30,706,958"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Oct 20 2023,PLTR231020C00013000,3.15,-0.175,3.15,3.25,9,0.6213,0.8002,0.0674,288,13.00,PLTR231020P00013000,0.53,0.05,0.52,0.54,207,0.6262,-0.2019,0.0681,2259
Fri Oct 20 2023,PLTR231020C00014000,2.49,-0.13,2.49,2.54,5,0.6116,0.7168,0.0836,356,14.00,PLTR231020P00014000,0.81,0.05,0.82,0.84,67,0.61,-0.2863,0.0846,5064
Fri Oct 20 2023,PLTR231020C00015000,1.9,-0.11,1.92,1.94,274,0.6035,0.6218,0.0954,1468,15.00,PLTR231020P00015000,1.2,0.05,1.23,1.24,275,0.6025,-0.3828,0.097,6215
Fri Oct 20 2023,PLTR231020C00016000,1.49,-0.025,1.44,1.46,362,0.5979,0.523,0.1006,4202,16.00,PLTR231020P00016000,1.72,0.07,1.74,1.76,139,0.5966,-0.4835,0.1028,2676
Fri Oct 20 2023,PLTR231020C00017000,1.09,-0.045,1.07,1.08,168,0.5965,0.4288,0.099,2758,17.00,PLTR231020P00017000,2.41,0.15,2.37,2.38,82,0.596,-0.5801,0.1019,3085
Fri Oct 20 2023,PLTR231020C00018000,0.79,-0.08,0.8,0.81,351,0.604,0.3453,0.0922,3658,18.00,PLTR231020P00018000,3.1,0.095,3.05,3.15,2,0.6014,-0.6665,0.0958,4686
Fri Oct 20 2023,PLTR231020C00019000,0.62,-0.02,0.59,0.6,718,0.609,0.2751,0.0824,6800,19.00,PLTR231020P00019000,4.05,0.275,3.85,3.95,10,0.6095,-0.7395,0.0866,1703
Fri Oct 20 2023,PLTR231020C00020000,0.46,-0.035,0.44,0.46,704,0.6202,0.2188,0.0716,15480,20.00,PLTR231020P00020000,4.8,0.175,4.7,4.8,1,0.6159,-0.7988,0.0763,1006
Fri Oct 20 2023,PLTR231020C00021000,0.34,-0.055,0.34,0.35,61,0.633,0.1749,0.0612,3060,21.00,PLTR231020P00021000,5.6,0,5.6,5.7,0,0.6275,-0.8456,0.0663,323
Fri Oct 20 2023,PLTR231020C00022000,0.27,-0.04,0.27,0.28,77,0.6512,0.1414,0.0519,4283,22.00,PLTR231020P00022000,6.9,0,6.55,6.65,0,0.6558,-0.8817,0.0574,48
Fri Oct 20 2023,PLTR231020C00023000,0.22,-0.035,0.21,0.23,15,0.6674,0.1162,0.0441,2831,23.00,PLTR231020P00023000,8,0,7.5,7.6,0,0.671,-0.9093,0.0497,33
Fri Oct 20 2023,PLTR231020C00024000,0.18,-0.035,0.17,0.19,23,0.6848,0.0973,0.0377,945,24.00,PLTR231020P00024000,6.05,0,8.45,8.55,0,0.6674,-0.9303,0.0434,5
Fri Oct 20 2023,PLTR231020C00025000,0.15,-0.025,0.15,0.16,21,0.7078,0.083,0.0325,6185,25.00,PLTR231020P00025000,7.45,0,9.45,9.55,0,0.7158,-0.9464,0.0384,5
Fri Oct 20 2023,PLTR231020C00026000,0.12,-0.035,0.13,0.14,2,0.7299,0.0721,0.0283,2474,26.00,PLTR231020P00026000,9.8,0,10.45,10.55,0,0.7618,-0.9589,0.0343,1
Fri Oct 20 2023,PLTR231020C00027000,0.12,-0.015,0.11,0.12,235,0.7464,0.0636,0.0249,2307,27.00,PLTR231020P00027000,11.9,0,11.4,11.5,0,0,-0.9684,0.0305,0
Fri Oct 20 2023,PLTR231020C00028000,0.1,-0.015,0.1,0.11,2,0.7709,0.0568,0.0221,2172,28.00,PLTR231020P00028000,12.65,0,12.4,12.5,0,0,-0.9767,0.0283,2
Fri Oct 20 2023,PLTR231020C00029000,0.1,0,0.09,0.1,0,0.7921,0.0512,0.0198,113,29.00,PLTR231020P00029000,11,0,13.4,13.5,0,0,-0.9828,0.025,3
Fri Oct 20 2023,PLTR231020C00030000,0.09,-0.005,0.08,0.09,20,0.81,0.0465,0.0179,2203,30.00,PLTR231020P00030000,14.1,0,14.4,14.5,0,0,-0.9875,0.0208,4
Fri Oct 20 2023,PLTR231020C00031000,0.1,0,0.07,0.08,0,0.8245,0.0425,0.0162,138,31.00,PLTR231020P00031000,13.99,0,15.4,15.5,0,0,-0.9911,0.0173,4
Fri Oct 20 2023,PLTR231020C00032000,0.08,0,0.07,0.08,0,0.8546,0.0391,0.0148,225,32.00,PLTR231020P00032000,13.5,0,16.4,16.5,0,0,-0.9939,0.0117,0
Fri Oct 20 2023,PLTR231020C00033000,0.06,-0.005,0.06,0.07,1,0.8639,0.036,0.0136,589,33.00,PLTR231020P00033000,16.2,0,17.4,17.5,0,0,-0.9961,0.0073,0
Fri Oct 20 2023,PLTR231020C00034000,0.06,-0.005,0.06,0.07,11,0.8913,0.0334,0.0124,2625,34.00,PLTR231020P00034000,16.95,0,18.4,18.5,0,0,-0.9976,0.0044,0
Fri Oct 20 2023,PLTR231020C00035000,0.06,0.005,0.06,0.07,44,0.9177,0.0309,0.0115,614,35.00,PLTR231020P00035000,0,0,19.4,19.5,0,0,-0.9988,0.0022,0
Fri Oct 20 2023,PLTR231020C00036000,0.06,0,0.05,0.06,0,0.9203,0.0288,0.0106,42,36.00,PLTR231020P00036000,17.15,0,20.4,20.5,0,0,-0.9997,0.0006,0
Fri Oct 20 2023,PLTR231020C00037000,0.05,0,0.05,0.06,0,0.9446,0.0268,0.0098,139,37.00,PLTR231020P00037000,18.45,0,21.4,21.5,0,0,-1,0,0
Fri Oct 20 2023,PLTR231020C00038000,0.05,0,0.05,0.06,0,0.968,0.025,0.0092,89,38.00,PLTR231020P00038000,19.2,0,22.4,22.5,0,0,-1,0,0
Fri Oct 20 2023,PLTR231020C00039000,0.06,0,0.04,0.05,0,0.9636,0.0234,0.0085,40,39.00,PLTR231020P00039000,19.19,0,23.4,23.5,0,0,-1,0,0
Fri Oct 20 2023,PLTR231020C00040000,0.04,0,0.04,0.05,0,0.9853,0.0219,0.008,370,40.00,PLTR231020P00040000,0,0,24.35,24.6,0,1.1897,-1,0,0
