
PALANTIR TECHNOLOGIES INC.,Last: 15.545,Change:  -0.175
"Date: August 15, 2023 at 1:55 PM EDT",Bid: 15.54,Ask: 15.55,Size: 57*59,"Volume: 30,706,958"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Sep 01 2023,PLTR230901C00012000,3.7,-0.1,3.55,3.65,1,0.618,0.9595,0.0359,19,12.00,PLTR230901P00012000,0.04,0.005,0.04,0.05,16,0.735,-0.0411,0.0359,414
Fri Sep 01 2023,PLTR230901C00012500,3.1,-0.2,3.1,3.2,105,0.6958,0.9388,0.0519,66,12.50,PLTR230901P00012500,0.06,0.005,0.06,0.07,10,0.6934,-0.0618,0.0521,317
Fri Sep 01 2023,PLTR230901C00013000,2.64,-0.2,2.66,2.71,2,0.6636,0.9075,0.0736,131,13.00,PLTR230901P00013000,0.1,0.015,0.1,0.11,107,0.664,-0.0932,0.0739,538
Fri Sep 01 2023,PLTR230901C00013500,2.23,-0.155,2.22,2.27,4,0.6452,0.8629,0.1004,173,13.50,PLTR230901P00013500,0.15,0.02,0.15,0.17,22,0.647,-0.138,0.1008,1025
Fri Sep 01 2023,PLTR230901C00014000,1.8,-0.17,1.81,1.86,5,0.6313,0.803,0.13,223,14.00,PLTR230901P00014000,0.26,0.055,0.24,0.26,78,0.6338,-0.1981,0.1305,1477
Fri Sep 01 2023,PLTR230901C00014500,1.44,-0.13,1.45,1.48,102,0.6223,0.7278,0.1585,205,14.50,PLTR230901P00014500,0.36,0.045,0.37,0.38,90,0.6206,-0.2737,0.1593,1097
Fri Sep 01 2023,PLTR230901C00015000,1.15,-0.08,1.12,1.16,74,0.6154,0.6398,0.1808,753,15.00,PLTR230901P00015000,0.52,0.045,0.55,0.56,135,0.6184,-0.3622,0.1819,3909
Fri Sep 01 2023,PLTR230901C00015500,0.87,-0.07,0.85,0.87,135,0.611,0.5447,0.1926,1196,15.50,PLTR230901P00015500,0.8,0.115,0.77,0.78,102,0.6103,-0.458,0.1941,1005
Fri Sep 01 2023,PLTR230901C00016000,0.65,-0.05,0.63,0.65,1481,0.6083,0.4496,0.192,5092,16.00,PLTR230901P00016000,1.04,0.1,1.05,1.06,91,0.6112,-0.5539,0.1939,1085
Fri Sep 01 2023,PLTR230901C00016500,0.48,-0.03,0.46,0.48,91,0.6129,0.3613,0.1805,1057,16.50,PLTR230901P00016500,1.43,0.17,1.37,1.39,50,0.6117,-0.6432,0.1828,811
Fri Sep 01 2023,PLTR230901C00017000,0.36,-0.015,0.34,0.35,226,0.6228,0.2843,0.1615,3049,17.00,PLTR230901P00017000,1.71,0.09,1.73,1.77,87,0.6161,-0.7212,0.1642,2838
Fri Sep 01 2023,PLTR230901C00017500,0.25,-0.025,0.24,0.25,326,0.6315,0.2209,0.1389,978,17.50,PLTR230901P00017500,2.11,0.09,2.14,2.18,2,0.6275,-0.7857,0.1419,387
Fri Sep 01 2023,PLTR230901C00018000,0.19,-0.015,0.18,0.19,304,0.6464,0.1716,0.1163,2330,18.00,PLTR230901P00018000,2.6,0.155,2.57,2.62,4,0.6398,-0.836,0.1195,606
Fri Sep 01 2023,PLTR230901C00018500,0.15,-0.005,0.13,0.15,149,0.6651,0.1348,0.0961,1390,18.50,PLTR230901P00018500,3.11,0.21,3,3.1,3,0.6545,-0.8737,0.0993,268
Fri Sep 01 2023,PLTR230901C00019000,0.11,-0.005,0.1,0.12,125,0.6889,0.1078,0.0792,2095,19.00,PLTR230901P00019000,3.45,0.1,3.5,3.55,20,0.682,-0.9014,0.0825,327
Fri Sep 01 2023,PLTR230901C00019500,0.09,-0.005,0.08,0.09,27,0.7075,0.088,0.0657,2710,19.50,PLTR230901P00019500,4.14,0,3.95,4.05,0,0.6944,-0.9217,0.0689,101
Fri Sep 01 2023,PLTR230901C00020000,0.06,-0.015,0.07,0.08,54,0.7454,0.0732,0.055,7648,20.00,PLTR230901P00020000,4.45,0,4.45,4.55,0,0.7529,-0.9369,0.0582,589
Fri Sep 01 2023,PLTR230901C00020500,0.06,-0.005,0.06,0.07,42,0.7772,0.062,0.0466,657,20.50,PLTR230901P00020500,5,0,4.95,5.05,0,0.8092,-0.9484,0.0496,14
Fri Sep 01 2023,PLTR230901C00021000,0.05,-0.005,0.05,0.06,56,0.8028,0.0533,0.0398,1042,21.00,PLTR230901P00021000,5.64,0,5.45,5.55,0,0.8633,-0.9574,0.0427,15
Fri Sep 01 2023,PLTR230901C00021500,0.05,0.005,0.04,0.05,11,0.8212,0.0464,0.0344,267,21.50,PLTR230901P00021500,0,0,5.9,6,0,0,-0.9645,0.0372,0
Fri Sep 01 2023,PLTR230901C00022000,0.04,-0.005,0.04,0.05,25,0.8676,0.0409,0.03,594,22.00,PLTR230901P00022000,6.7,0,6.4,6.5,0,0,-0.9701,0.0327,230
Fri Sep 01 2023,PLTR230901C00022500,0.04,0,0.03,0.04,0,0.8746,0.0364,0.0264,480,22.50,PLTR230901P00022500,4.05,0,6.9,7,0,0,-0.9748,0.0291,2
Fri Sep 01 2023,PLTR230901C00023000,0.03,-0.005,0.03,0.04,3,0.9168,0.0326,0.0234,563,23.00,PLTR230901P00023000,7.72,0,7.4,7.5,0,0,-0.9786,0.0259,117
Fri Sep 01 2023,PLTR230901C00023500,0.03,0,0.02,0.03,0,0.9096,0.0295,0.0209,236,23.50,PLTR230901P00023500,0,0,7.9,8,0,0,-0.9819,0.0234,0
Fri Sep 01 2023,PLTR230901C00024000,0.03,0.005,0.02,0.03,1,0.9479,0.0268,0.0187,592,24.00,PLTR230901P00024000,0,0,8.4,8.5,0,0,-0.9846,0.0213,0
Fri Sep 01 2023,PLTR230901C00024500,0.02,0,0.02,0.03,0,0.9851,0.0245,0.0169,21,24.50,PLTR230901P00024500,0,0,8.9,9,0,0,-0.9869,0.0192,0
Fri Sep 01 2023,PLTR230901C00025000,0.03,0.005,0.02,0.03,25,1.0213,0.0225,0.0154,1189,25.00,PLTR230901P00025000,9.63,0,9.4,9.5,0,0,-0.989,0.0177,0
Fri Sep 01 2023,PLTR230901C00026000,0.02,0,0.01,0.03,0,1.0581,0.0193,0.0128,73,26.00,PLTR230901P00026000,0,0,10.4,10.5,0,0,-0.9924,0.0152,0
Fri Sep 01 2023,PLTR230901C00027000,0.02,0,0.01,0.03,0,1.1228,0.0167,0.0109,38,27.00,PLTR230901P00027000,0,0,11.4,11.5,0,0,-0.9948,0.0119,0
Fri Sep 01 2023,PLTR230901C00028000,0.03,0,0,0.03,0,1.1424,0.0146,0.0093,336,28.00,PLTR230901P00028000,0,0,12.4,12.5,0,0,-0.9966,0.0093,0
Fri Sep 01 2023,PLTR230901C00029000,0.02,0,0,0.03,0,1.1999,0.0128,0.008,38,29.00,PLTR230901P00029000,0,0,13.4,13.5,0,0,-0.9978,0.0058,0
Fri Sep 01 2023,PLTR230901C00030000,0.01,-0.01,0,0.02,13,1.1976,0.0113,0.007,1265,30.00,PLTR230901P00030000,13.5,0,14.4,14.5,0,0,-0.9988,0.0031,0
Fri Sep 01 2023,PLTR230901C00031000,0.02,0,0,0.03,0,1.3077,0.01,0.0061,11,31.00,PLTR230901P00031000,0,0,15.4,15.5,0,0,-0.9994,0.0015,0
Fri Sep 01 2023,PLTR230901C00032000,0.03,0,0,0.02,0,1.2977,0.0089,0.0054,16,32.00,PLTR230901P00032000,0,0,16.4,16.5,0,0,-0.9999,0.0003,0
Fri Sep 01 2023,PLTR230901C00033000,0.12,0,0,0.02,0,1.345,0.0078,0.0047,82,33.00,PLTR230901P00033000,0,0,17.4,17.5,0,0,-1,0,0
Fri Sep 01 2023,PLTR230901C00034000,0.15,0,0,0.03,0,1.4544,0.0069,0.0041,16,34.00,PLTR230901P00034000,0,0,18.4,18.5,0,0,-1,0,0
Fri Sep 01 2023,PLTR230901C00035000,0.01,0,0,0.02,0,1.4345,0.006,0.0036,301,35.00,PLTR230901P00035000,18.15,0,19.4,19.5,0,0,-1,0,0
Fri Sep 08 2023,PLTR230908C00005000,0,0,10.45,10.7,0,1.7527,0.9974,0.0013,0,5.00,PLTR230908P00005000,0,0,0,0.02,0,1.8284,-0.0029,0.0013,0
Fri Sep 08 2023,PLTR230908C00007000,11.79,0,8.5,8.65,0,0,0.9947,0.0031,3,7.00,PLTR230908P00007000,0.02,0,0,0.05,0,1.4859,-0.0057,0.0031,21
Fri Sep 08 2023,PLTR230908C00008000,7.5,-0.25,7.5,7.6,4,0,0.9925,0.0047,7,8.00,PLTR230908P00008000,0.03,0,0,0.06,0,1.2944,-0.0079,0.0047,3
Fri Sep 08 2023,PLTR230908C00009000,6.47,0,6.55,6.65,0,1.0043,0.9894,0.0073,47,9.00,PLTR230908P00009000,0.01,0,0,0.03,0,0.982,-0.011,0.0073,2
Fri Sep 08 2023,PLTR230908C00010000,5.7,-0.05,5.55,5.65,1,0.804,0.9844,0.0117,90,10.00,PLTR230908P00010000,0.03,0,0,0.03,0,0.8118,-0.016,0.0118,61
Fri Sep 08 2023,PLTR230908C00011000,4.57,0,4.55,4.65,0,0.6228,0.9735,0.0209,1,11.00,PLTR230908P00011000,0.03,0.005,0.02,0.03,4,0.7106,-0.0269,0.0209,132
Fri Sep 08 2023,PLTR230908C00011500,3.77,0,4.1,4.2,0,0.7423,0.9628,0.0291,56,11.50,PLTR230908P00011500,0.04,0.005,0.04,0.05,1,0.7035,-0.0376,0.0292,32
Fri Sep 08 2023,PLTR230908C00012000,3.75,-0.05,3.6,3.7,1,0.6521,0.9461,0.0409,28,12.00,PLTR230908P00012000,0.05,-0.005,0.06,0.07,1,0.6711,-0.0544,0.0411,360
Fri Sep 08 2023,PLTR230908C00012500,3.2,-0.15,3.15,3.25,4,0.66,0.9211,0.0568,17,12.50,PLTR230908P00012500,0.11,0.025,0.09,0.1,50,0.6426,-0.0794,0.057,644
Fri Sep 08 2023,PLTR230908C00013000,2.73,-0.16,2.72,2.77,2,0.6296,0.8861,0.0765,206,13.00,PLTR230908P00013000,0.15,0.025,0.14,0.15,129,0.6249,-0.1146,0.0768,768
Fri Sep 08 2023,PLTR230908C00013500,2.23,0,2.3,2.35,0,0.6196,0.8396,0.0989,39,13.50,PLTR230908P00013500,0.24,0.055,0.22,0.23,12,0.6175,-0.1612,0.0994,441
Fri Sep 08 2023,PLTR230908C00014000,1.89,-0.16,1.91,1.95,3,0.6067,0.7811,0.1222,30,14.00,PLTR230908P00014000,0.31,0.03,0.32,0.34,14,0.6019,-0.2201,0.1228,802
Fri Sep 08 2023,PLTR230908C00014500,1.59,-0.09,1.56,1.59,132,0.5995,0.7111,0.1435,145,14.50,PLTR230908P00014500,0.47,0.06,0.46,0.48,44,0.5962,-0.2905,0.1444,388
Fri Sep 08 2023,PLTR230908C00015000,1.28,-0.07,1.25,1.28,70,0.5965,0.6322,0.1598,723,15.00,PLTR230908P00015000,0.65,0.065,0.65,0.67,110,0.5908,-0.37,0.1611,1456
Fri Sep 08 2023,PLTR230908C00015500,0.98,-0.085,0.98,1.01,86,0.5926,0.5485,0.1688,532,15.50,PLTR230908P00015500,0.92,0.125,0.88,0.89,107,0.5875,-0.4544,0.1704,639
Fri Sep 08 2023,PLTR230908C00016000,0.77,-0.06,0.75,0.77,270,0.5845,0.4649,0.1694,1425,16.00,PLTR230908P00016000,1.14,0.085,1.15,1.17,27,0.5859,-0.5389,0.1714,651
Fri Sep 08 2023,PLTR230908C00016500,0.59,-0.04,0.58,0.59,25,0.5893,0.3858,0.1626,976,16.50,PLTR230908P00016500,1.5,0.135,1.45,1.49,3,0.5806,-0.6191,0.165,522
Fri Sep 08 2023,PLTR230908C00017000,0.47,-0.01,0.43,0.45,51,0.5904,0.3144,0.15,988,17.00,PLTR230908P00017000,1.76,0,1.81,1.85,0,0.584,-0.6917,0.1528,490
Fri Sep 08 2023,PLTR230908C00017500,0.31,-0.055,0.33,0.34,29,0.5986,0.2526,0.1338,756,17.50,PLTR230908P00017500,2.15,0.055,2.21,2.26,2,0.5984,-0.7548,0.1369,212
Fri Sep 08 2023,PLTR230908C00018000,0.28,0,0.25,0.26,670,0.6078,0.2016,0.1161,1268,18.00,PLTR230908P00018000,2.6,0.09,2.63,2.68,23,0.6061,-0.8069,0.1196,305
Fri Sep 08 2023,PLTR230908C00018500,0.19,-0.025,0.19,0.2,28,0.6182,0.1615,0.099,684,18.50,PLTR230908P00018500,3.5,0,3.05,3.15,0,0.6195,-0.8482,0.1027,227
Fri Sep 08 2023,PLTR230908C00019000,0.16,-0.015,0.15,0.16,55,0.6354,0.1308,0.0837,590,19.00,PLTR230908P00019000,3.62,0,3.5,3.6,0,0.6215,-0.8799,0.0875,81
Fri Sep 08 2023,PLTR230908C00019500,0.14,-0.005,0.12,0.13,15,0.6534,0.1076,0.0707,335,19.50,PLTR230908P00019500,4.15,0,4,4.05,0,0.6415,-0.904,0.0746,221
Fri Sep 08 2023,PLTR230908C00020000,0.1,-0.015,0.1,0.11,156,0.6763,0.0898,0.06,1956,20.00,PLTR230908P00020000,4.7,0.35,4.45,4.55,11,0.6493,-0.9225,0.0639,220
Fri Sep 08 2023,PLTR230908C00020500,0.09,-0.01,0.08,0.09,1,0.6914,0.076,0.0513,575,20.50,PLTR230908P00020500,4.97,0,4.95,5.05,0,0.6976,-0.9368,0.055,8
Fri Sep 08 2023,PLTR230908C00021000,0.08,-0.005,0.07,0.08,3,0.7178,0.0651,0.0441,309,21.00,PLTR230908P00021000,3.85,0,5.45,5.55,0,0.744,-0.9482,0.0478,45
Fri Sep 08 2023,PLTR230908C00021500,0.07,-0.005,0.06,0.07,2,0.7395,0.0564,0.0382,208,21.50,PLTR230908P00021500,0,0,5.95,6.05,0,0.7888,-0.9573,0.0419,0
Fri Sep 08 2023,PLTR230908C00022000,0.05,-0.015,0.05,0.06,2,0.7562,0.0494,0.0334,134,22.00,PLTR230908P00022000,6.9,0,6.4,6.5,0,0,-0.9647,0.0369,11
Fri Sep 08 2023,PLTR230908C00022500,0.05,-0.005,0.04,0.05,20,0.7671,0.0436,0.0294,308,22.50,PLTR230908P00022500,4.6,0,6.9,7,0,0,-0.9707,0.033,1
Fri Sep 08 2023,PLTR230908C00023000,0.05,0,0.04,0.05,0,0.8037,0.0389,0.026,397,23.00,PLTR230908P00023000,0,0,7.4,7.5,0,0,-0.9757,0.0294,0
Fri Sep 08 2023,PLTR230908C00023500,0.05,0.005,0.03,0.04,20,0.8054,0.035,0.0232,157,23.50,PLTR230908P00023500,0,0,7.9,8,0,0,-0.98,0.0267,0
Fri Sep 08 2023,PLTR230908C00024000,0.04,0,0.03,0.04,0,0.8388,0.0316,0.0208,749,24.00,PLTR230908P00024000,5,0,8.4,8.5,0,0,-0.9834,0.024,1
Fri Sep 08 2023,PLTR230908C00024500,0.04,0,0.03,0.04,2,0.8713,0.0288,0.0188,110,24.50,PLTR230908P00024500,0,0,8.9,9,0,0,-0.9866,0.0221,0
Fri Sep 08 2023,PLTR230908C00025000,0.03,-0.005,0.02,0.04,26,0.8822,0.0263,0.017,486,25.00,PLTR230908P00025000,6.31,0,9.4,9.5,0,0,-0.9892,0.0205,0
Fri Sep 08 2023,PLTR230908C00026000,0.3,0,0.02,0.03,0,0.9177,0.0223,0.0142,15,26.00,PLTR230908P00026000,0,0,10.4,10.5,0,0,-0.993,0.0159,0
Fri Sep 08 2023,PLTR230908C00027000,0.02,-0.005,0.02,0.03,1,0.9735,0.0192,0.012,125,27.00,PLTR230908P00027000,0,0,11.4,11.5,0,0,-0.9957,0.012,0
Fri Sep 08 2023,PLTR230908C00028000,0.08,0,0.01,0.03,0,0.9967,0.0168,0.0103,11,28.00,PLTR230908P00028000,0,0,12.4,12.5,0,0,-0.9975,0.0069,0
Fri Sep 08 2023,PLTR230908C00029000,0.02,0,0,0.03,0,1.0096,0.0148,0.0089,117,29.00,PLTR230908P00029000,0,0,13.4,13.5,0,0,-0.9987,0.0035,0
Fri Sep 08 2023,PLTR230908C00030000,0.02,0,0.01,0.02,0,1.056,0.0132,0.0078,646,30.00,PLTR230908P00030000,0,0,14.4,14.5,0,0,-0.9994,0.0016,0
Fri Sep 08 2023,PLTR230908C00031000,0.02,0,0,0.03,0,1.1005,0.0118,0.0069,127,31.00,PLTR230908P00031000,0,0,15.4,15.5,0,0,-0.9999,0.0003,0
Fri Sep 08 2023,PLTR230908C00032000,0.12,0,0,0.06,0,1.2465,0.0107,0.0061,3,32.00,PLTR230908P00032000,0,0,16.4,16.5,0,0,-1,0,0
Fri Sep 08 2023,PLTR230908C00033000,0.03,0,0,0.06,0,1.2902,0.0097,0.0055,16,33.00,PLTR230908P00033000,0,0,17.4,17.5,0,0,-1,0,0
Fri Sep 08 2023,PLTR230908C00034000,0.07,0,0,0.06,0,1.3324,0.0088,0.005,25,34.00,PLTR230908P00034000,0,0,18.4,18.5,0,0,-1,0,0
Fri Sep 08 2023,PLTR230908C00035000,0.03,0,0,0.06,0,1.373,0.0081,0.0045,246,35.00,PLTR230908P00035000,18.52,0,19.4,19.5,0,0,-1,0,0
Fri Sep 15 2023,PLTR230915C00003000,15.5,0,12.45,12.7,0,2.2421,0.9986,0.0006,7,3.00,PLTR230915P00003000,0.02,0,0,0.02,0,2.309,-0.0019,0.0006,11
Fri Sep 15 2023,PLTR230915C00005000,0,0,10.5,10.7,0,1.7991,0.9971,0.0014,0,5.00,PLTR230915P00005000,0.01,0,0,0.02,0,1.6113,-0.0035,0.0014,1
Fri Sep 15 2023,PLTR230915C00006000,9.55,0,9.5,9.6,0,0,0.996,0.0022,1,6.00,PLTR230915P00006000,0,0,0,0.02,0,1.3659,-0.0045,0.0022,0
Fri Sep 15 2023,PLTR230915C00007000,10.9,0,8.55,8.65,0,1.2122,0.9946,0.0032,32,7.00,PLTR230915P00007000,0.03,0,0,0.02,0,1.159,-0.006,0.0032,10
Fri Sep 15 2023,PLTR230915C00008000,7.57,-0.18,7.55,7.65,5,0.9753,0.9924,0.0048,47,8.00,PLTR230915P00008000,0.01,0,0,0.02,0,0.9796,-0.0082,0.0048,92
Fri Sep 15 2023,PLTR230915C00009000,6.64,-0.135,6.55,6.65,36,0.7557,0.9885,0.0078,78,9.00,PLTR230915P00009000,0.01,0,0,0.02,0,0.8208,-0.0121,0.0078,858
Fri Sep 15 2023,PLTR230915C00010000,5.55,-0.25,5.55,5.65,19,0.489,0.9801,0.0137,902,10.00,PLTR230915P00010000,0.04,0.015,0.02,0.03,14,0.7736,-0.0204,0.0137,2016
Fri Sep 15 2023,PLTR230915C00011000,4.49,-0.31,4.6,4.7,2,0.6988,0.9618,0.0255,231,11.00,PLTR230915P00011000,0.05,-0.005,0.05,0.06,10,0.724,-0.0388,0.0256,1027
Fri Sep 15 2023,PLTR230915C00012000,3.7,-0.175,3.7,3.75,11,0.682,0.9252,0.0464,427,12.00,PLTR230915P00012000,0.11,0.015,0.1,0.12,246,0.672,-0.0755,0.0465,2871
Fri Sep 15 2023,PLTR230915C00013000,2.77,-0.2,2.81,2.86,26,0.6349,0.8608,0.077,2115,13.00,PLTR230915P00013000,0.21,0.015,0.21,0.22,662,0.6277,-0.1403,0.0774,9343
Fri Sep 15 2023,PLTR230915C00014000,1.93,-0.23,2.03,2.07,234,0.6117,0.7605,0.1126,948,14.00,PLTR230915P00014000,0.41,0.025,0.42,0.43,638,0.6056,-0.2412,0.1134,10789
Fri Sep 15 2023,PLTR230915C00015000,1.45,-0.035,1.38,1.4,639,0.5917,0.627,0.1408,2351,15.00,PLTR230915P00015000,0.75,0.055,0.77,0.78,865,0.5941,-0.3759,0.1422,13970
Fri Sep 15 2023,PLTR230915C00016000,0.92,-0.045,0.89,0.9,1101,0.5847,0.4801,0.1492,4721,16.00,PLTR230915P00016000,1.24,0.065,1.27,1.28,456,0.5848,-0.5245,0.1514,4089
Fri Sep 15 2023,PLTR230915C00017000,0.57,-0.045,0.56,0.57,910,0.5923,0.3449,0.1372,13372,17.00,PLTR230915P00017000,1.95,0.125,1.93,1.95,148,0.589,-0.6621,0.1401,19430
Fri Sep 15 2023,PLTR230915C00018000,0.36,-0.035,0.35,0.36,9770,0.6063,0.2381,0.113,13019,18.00,PLTR230915P00018000,2.66,0.06,2.71,2.75,42,0.6004,-0.7715,0.1166,5911
Fri Sep 15 2023,PLTR230915C00019000,0.24,-0.025,0.22,0.23,4966,0.6239,0.1648,0.0872,4919,19.00,PLTR230915P00019000,3.7,0.225,3.55,3.65,9,0.6119,-0.8472,0.0912,2724
Fri Sep 15 2023,PLTR230915C00020000,0.15,-0.035,0.15,0.16,798,0.6546,0.118,0.066,12660,20.00,PLTR230915P00020000,4.65,0.25,4.5,4.6,3,0.6583,-0.8959,0.0702,660
Fri Sep 15 2023,PLTR230915C00021000,0.12,-0.015,0.11,0.12,89,0.6918,0.0878,0.0505,3236,21.00,PLTR230915P00021000,5.63,0,5.45,5.55,0,0.6722,-0.9275,0.0546,179
Fri Sep 15 2023,PLTR230915C00022000,0.08,-0.025,0.08,0.09,13,0.7225,0.0677,0.0393,2334,22.00,PLTR230915P00022000,6.95,0,6.45,6.55,0,0.7512,-0.9487,0.0434,384
Fri Sep 15 2023,PLTR230915C00023000,0.08,-0.005,0.06,0.07,5,0.7534,0.0538,0.0312,1980,23.00,PLTR230915P00023000,7.91,0,7.4,7.55,0,0,-0.9636,0.0353,64
Fri Sep 15 2023,PLTR230915C00024000,0.06,-0.01,0.05,0.06,22,0.7937,0.0437,0.0253,2770,24.00,PLTR230915P00024000,8.25,-0.05,8.4,8.5,1,0,-0.9745,0.0293,12
Fri Sep 15 2023,PLTR230915C00025000,0.05,-0.005,0.04,0.05,156,0.8251,0.0361,0.0208,16213,25.00,PLTR230915P00025000,9.6,0,9.4,9.5,0,0,-0.9827,0.0245,27
Fri Sep 15 2023,PLTR230915C00026000,0.04,-0.005,0.03,0.05,11,0.8639,0.0304,0.0173,374,26.00,PLTR230915P00026000,0,0,10.4,10.5,0,0,-0.989,0.0209,0
Fri Sep 15 2023,PLTR230915C00027000,0.04,-0.005,0.03,0.04,47,0.8973,0.0258,0.0146,710,27.00,PLTR230915P00027000,11.1,0,11.4,11.5,0,0,-0.9933,0.0157,15
Fri Sep 15 2023,PLTR230915C00028000,0.03,-0.005,0.02,0.04,13,0.9251,0.0222,0.0124,159,28.00,PLTR230915P00028000,11.5,0,12.4,12.5,0,0,-0.9962,0.0098,5
Fri Sep 15 2023,PLTR230915C00029000,0.03,0,0.02,0.03,0,0.9468,0.0193,0.0107,192,29.00,PLTR230915P00029000,13.25,0,13.4,13.5,0,0,-0.9982,0.0046,0
Fri Sep 15 2023,PLTR230915C00030000,0.03,0.005,0.02,0.03,31,0.9896,0.0169,0.0093,1780,30.00,PLTR230915P00030000,0,0,14.4,14.5,0,0,-0.9993,0.0018,0
Fri Sep 15 2023,PLTR230915C00031000,0.02,0,0.02,0.03,0,1.0306,0.0148,0.0081,125,31.00,PLTR230915P00031000,14.3,0,15.4,15.5,0,0,-1,0,0
Fri Sep 15 2023,PLTR230915C00032000,0.01,0,0.01,0.03,0,1.0404,0.0132,0.0071,10373,32.00,PLTR230915P00032000,13.45,0,16.4,16.5,0,0,-1,0,0
Fri Sep 15 2023,PLTR230915C00033000,0.02,0,0,0.03,0,1.0413,0.0117,0.0063,356,33.00,PLTR230915P00033000,17.2,0,17.4,17.5,0,0,-1,0,0
Fri Sep 15 2023,PLTR230915C00034000,0.01,0,0.01,0.02,0,1.0762,0.0105,0.0056,1635,34.00,PLTR230915P00034000,17.2,0,18.4,18.5,0,0,-1,0,0
Fri Sep 15 2023,PLTR230915C00035000,0.01,0,0,0.02,100,1.0616,0.0094,0.005,763,35.00,PLTR230915P00035000,18.2,0,19.4,19.5,0,0,-1,0,0
Fri Sep 15 2023,PLTR230915C00036000,0.02,0.01,0,0.02,5,1.0931,0.0085,0.0045,519,36.00,PLTR230915P00036000,19.75,0,20.4,20.5,0,0,-1,0,0
Fri Sep 15 2023,PLTR230915C00037000,0.03,0,0,0.02,0,1.1236,0.0077,0.0041,24,37.00,PLTR230915P00037000,20.75,0,21.4,21.5,0,0,-1,0,0
Fri Sep 15 2023,PLTR230915C00038000,0.02,0,0,0.02,0,1.1532,0.007,0.0037,183,38.00,PLTR230915P00038000,18.6,0,22.4,22.5,0,0,-1,0,0
Fri Sep 15 2023,PLTR230915C00039000,0.02,0,0,0.02,0,1.1819,0.0064,0.0033,66,39.00,PLTR230915P00039000,23.7,0,23.4,23.5,0,0,-1,0,0
Fri Sep 15 2023,PLTR230915C00040000,0.06,0,0,0.03,0,1.2629,0.0058,0.003,94,40.00,PLTR230915P00040000,0,0,24.35,24.6,0,1.5868,-1,0,0
Fri Sep 22 2023,PLTR230922C00005000,11.6,0,10.5,10.75,0,1.775,0.9952,0.002,5,5.00,PLTR230922P00005000,0,0,0,0.03,0,1.5319,-0.0054,0.002,0
