
PALANTIR TECHNOLOGIES INC.,Last: 15.545,Change:  -0.175
"Date: August 15, 2023 at 1:56 PM EDT",Bid: 15.54,Ask: 15.55,Size: 57*59,"Volume: 30,706,958"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Dec 15 2023,PLTR231215C00012000,4.5,0,4.45,4.55,0,0.6696,0.8195,0.0436,704,12.00,PLTR231215P00012000,0.71,0.03,0.72,0.74,2,0.6719,-0.1837,0.0443,1342
Fri Dec 15 2023,PLTR231215C00013000,3.9,0,3.8,3.85,0,0.6607,0.762,0.0521,2556,13.00,PLTR231215P00013000,1,0.02,1.03,1.04,9,0.6608,-0.2422,0.0531,4690
Fri Dec 15 2023,PLTR231215C00014000,3.15,-0.175,3.2,3.25,148,0.6543,0.6988,0.0592,2581,14.00,PLTR231215P00014000,1.38,0.03,1.41,1.43,50,0.6537,-0.3068,0.0606,1894
Fri Dec 15 2023,PLTR231215C00015000,2.71,-0.08,2.69,2.71,17,0.6496,0.6326,0.0644,1597,15.00,PLTR231215P00015000,1.85,0.055,1.88,1.9,48,0.651,-0.3746,0.0662,4515
Fri Dec 15 2023,PLTR231215C00016000,2.28,-0.04,2.24,2.27,143,0.6484,0.5664,0.0674,2211,16.00,PLTR231215P00016000,2.45,0.13,2.42,2.44,11,0.6482,-0.4428,0.0696,25465
Fri Dec 15 2023,PLTR231215C00017000,1.88,-0.045,1.87,1.88,262,0.6478,0.5025,0.0683,5987,17.00,PLTR231215P00017000,2.99,0.07,3,3.05,33,0.6427,-0.5091,0.071,3051
Fri Dec 15 2023,PLTR231215C00018000,1.55,-0.055,1.55,1.57,389,0.6493,0.4426,0.0674,4340,18.00,PLTR231215P00018000,3.7,0.125,3.7,3.75,18,0.6499,-0.5715,0.0706,1022
Fri Dec 15 2023,PLTR231215C00019000,1.3,-0.035,1.3,1.31,73,0.6536,0.3879,0.0651,4399,19.00,PLTR231215P00019000,4.45,0.15,4.45,4.5,23,0.6567,-0.629,0.0688,697
Fri Dec 15 2023,PLTR231215C00020000,1.12,0.005,1.09,1.1,465,0.6588,0.3391,0.0618,11143,20.00,PLTR231215P00020000,5.31,0,5.2,5.25,0,0.6497,-0.6808,0.066,340
Fri Dec 15 2023,PLTR231215C00021000,0.93,-0.005,0.91,0.92,142,0.6637,0.2963,0.0578,1591,21.00,PLTR231215P00021000,6.2,0,6,6.1,0,0.6536,-0.7266,0.0625,300
Fri Dec 15 2023,PLTR231215C00022000,0.78,-0.01,0.76,0.79,75,0.6688,0.2594,0.0536,2141,22.00,PLTR231215P00022000,6.75,0,6.85,6.95,0,0.6547,-0.7667,0.0588,144
Fri Dec 15 2023,PLTR231215C00023000,0.67,-0.005,0.66,0.67,501,0.6777,0.2277,0.0494,2649,23.00,PLTR231215P00023000,8,0,7.75,7.85,0,0.6646,-0.8014,0.055,21
Fri Dec 15 2023,PLTR231215C00024000,0.59,0,0.56,0.58,0,0.685,0.2006,0.0453,1630,24.00,PLTR231215P00024000,6.14,0,8.7,8.75,0,0.6651,-0.8316,0.0513,123
Fri Dec 15 2023,PLTR231215C00025000,0.48,-0.025,0.48,0.5,78,0.6919,0.1775,0.0414,3637,25.00,PLTR231215P00025000,9.65,0.15,9.6,9.7,13,0.6814,-0.8577,0.0478,438
Fri Dec 15 2023,PLTR231215C00026000,0.43,0,0.42,0.44,0,0.7019,0.1577,0.0379,516,26.00,PLTR231215P00026000,8.3,0,10.55,10.65,0,0.6916,-0.8804,0.0445,23
Fri Dec 15 2023,PLTR231215C00027000,0.36,-0.03,0.37,0.39,112,0.712,0.1407,0.0346,786,27.00,PLTR231215P00027000,10.25,0,11.5,11.6,0,0.6938,-0.9003,0.0416,23
Fri Dec 15 2023,PLTR231215C00028000,0.32,-0.03,0.32,0.34,1,0.7178,0.126,0.0317,2870,28.00,PLTR231215P00028000,12.8,0,12.5,12.6,0,0.7282,-0.918,0.0391,73
Fri Dec 15 2023,PLTR231215C00029000,0.32,0,0.29,0.31,0,0.7307,0.1133,0.029,62,29.00,PLTR231215P00029000,13.65,0,13.45,13.55,0,0.7156,-0.9335,0.0366,38
Fri Dec 15 2023,PLTR231215C00030000,0.26,-0.02,0.26,0.27,17,0.7376,0.1022,0.0266,1479,30.00,PLTR231215P00030000,13.55,0,14.45,14.55,0,0.7462,-0.9474,0.0346,23
Fri Dec 15 2023,PLTR231215C00031000,0.22,-0.03,0.23,0.25,1,0.7477,0.0925,0.0245,55,31.00,PLTR231215P00031000,12.05,0,15.4,15.55,0,0.7424,-0.9601,0.0327,1
Fri Dec 15 2023,PLTR231215C00032000,0.26,0,0.2,0.22,0,0.7514,0.084,0.0225,14,32.00,PLTR231215P00032000,13.25,0,16.4,16.5,0,0,-0.9709,0.0309,6
Fri Dec 15 2023,PLTR231215C00033000,0.19,-0.01,0.18,0.2,1,0.7598,0.0764,0.0207,483,33.00,PLTR231215P00033000,0,0,17.4,17.5,0,0,-0.9796,0.0259,0
Fri Dec 15 2023,PLTR231215C00034000,0.23,0,0.16,0.18,0,0.7657,0.0697,0.0191,109,34.00,PLTR231215P00034000,0,0,18.4,18.5,0,0,-0.9864,0.0212,0
Fri Dec 15 2023,PLTR231215C00035000,0.16,-0.005,0.15,0.16,36,0.7737,0.0638,0.0177,2512,35.00,PLTR231215P00035000,15.85,0,19.4,19.5,0,0,-0.9916,0.013,0
Fri Dec 15 2023,PLTR231215C00036000,0.51,0,0.14,0.15,0,0.7847,0.0584,0.0164,2,36.00,PLTR231215P00036000,0,0,20.4,20.5,0,0,-0.9954,0.007,0
Fri Dec 15 2023,PLTR231215C00037000,0.18,0,0.12,0.14,0,0.7891,0.0537,0.0152,153,37.00,PLTR231215P00037000,0,0,21.4,21.5,0,0,-0.9979,0.0032,0
Fri Dec 15 2023,PLTR231215C00038000,0.17,0,0.11,0.13,0,0.797,0.0494,0.0141,139,38.00,PLTR231215P00038000,19.45,0,22.4,22.5,0,0,-0.9998,0.0003,0
Fri Dec 15 2023,PLTR231215C00039000,0.11,-0.005,0.1,0.12,76,0.8034,0.0455,0.0131,238,39.00,PLTR231215P00039000,20.55,0,23.4,23.5,0,0,-1,0,0
Fri Dec 15 2023,PLTR231215C00040000,0.13,0,0.08,0.14,0,0.8207,0.042,0.0122,194,40.00,PLTR231215P00040000,20.7,0,24.25,24.6,0,0,-1,0,0
