
PALANTIR TECHNOLOGIES INC.,Last: 15.545,Change:  -0.175
"Date: August 15, 2023 at 1:57 PM EDT",Bid: 15.54,Ask: 15.55,Size: 57*59,"Volume: 30,706,958"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Mar 15 2024,PLTR240315C00022000,1.38,0,1.38,1.42,0,0.6439,0.3502,0.0484,1410,22.00,PLTR240315P00022000,7.15,0,7.25,7.35,300,0.6376,-0.6844,0.0545,164
Fri Mar 15 2024,PLTR240315C00023000,1.22,-0.045,1.22,1.26,97,0.6466,0.3192,0.0464,747,23.00,PLTR240315P00023000,0,0,8.1,8.2,0,0.6423,-0.7195,0.0531,0
Fri Mar 15 2024,PLTR240315C00024000,1.06,-0.07,1.09,1.11,11,0.6492,0.2913,0.0443,678,24.00,PLTR240315P00024000,7.1,0,8.95,9.05,0,0.6408,-0.7515,0.0515,2
Fri Mar 15 2024,PLTR240315C00025000,1,-0.01,0.98,1,46,0.655,0.2663,0.0421,2187,25.00,PLTR240315P00025000,8.6,0,9.85,9.95,0,0.6477,-0.7806,0.0499,19
Fri Mar 15 2024,PLTR240315C00026000,0.98,0,0.88,0.89,0,0.6582,0.244,0.0399,271,26.00,PLTR240315P00026000,10.85,0.2,10.75,10.85,4,0.6495,-0.8072,0.0482,0
Fri Mar 15 2024,PLTR240315C00027000,0.81,0,0.79,0.81,0,0.6635,0.224,0.0378,740,27.00,PLTR240315P00027000,9.85,0,11.7,11.8,0,0.6636,-0.8312,0.0465,129
Fri Mar 15 2024,PLTR240315C00028000,0.72,-0.025,0.71,0.74,7,0.6686,0.2062,0.0357,331,28.00,PLTR240315P00028000,10.55,0,12.65,12.7,0,0.6646,-0.8533,0.045,22
Fri Mar 15 2024,PLTR240315C00029000,0.66,0,0.65,0.67,0,0.674,0.1902,0.0337,378,29.00,PLTR240315P00029000,11.65,0,13.55,13.65,0,0.6594,-0.8735,0.0434,1
Fri Mar 15 2024,PLTR240315C00030000,0.62,-0.005,0.59,0.62,28,0.68,0.1759,0.0318,3250,30.00,PLTR240315P00030000,13.54,0,14.55,14.65,0,0.6857,-0.8919,0.0421,24
Fri Mar 15 2024,PLTR240315C00031000,0.53,-0.04,0.54,0.57,62,0.6855,0.163,0.0301,381,31.00,PLTR240315P00031000,16.1,0,15.5,15.6,0,0.6839,-0.9092,0.0408,5
Fri Mar 15 2024,PLTR240315C00032000,0.52,0,0.5,0.52,0,0.6908,0.1514,0.0284,190,32.00,PLTR240315P00032000,16.95,0,16.45,16.55,0,0.6731,-0.9245,0.0395,7
Fri Mar 15 2024,PLTR240315C00033000,0.57,0,0.46,0.48,0,0.6959,0.1409,0.0269,278,33.00,PLTR240315P00033000,17.6,0,17.45,17.55,0,0.6957,-0.9394,0.0384,1
Fri Mar 15 2024,PLTR240315C00034000,0.45,0,0.42,0.44,0,0.6993,0.1314,0.0254,428,34.00,PLTR240315P00034000,17.15,0,18.45,18.55,0,0.7175,-0.9527,0.0376,6
Fri Mar 15 2024,PLTR240315C00035000,0.4,0,0.39,0.41,0,0.7051,0.1228,0.0241,636,35.00,PLTR240315P00035000,15.99,0,19.4,19.55,0,0.7144,-0.9637,0.0339,9
Fri Mar 15 2024,PLTR240315C00036000,0.43,0,0.36,0.38,0,0.7094,0.115,0.0228,58,36.00,PLTR240315P00036000,0,0,20.4,20.5,0,0,-0.973,0.0297,0
Fri Mar 15 2024,PLTR240315C00037000,0.56,0,0.33,0.36,0,0.7142,0.1081,0.0216,1,37.00,PLTR240315P00037000,18.8,0,21.4,21.5,0,0,-0.9804,0.0246,0
Fri Mar 15 2024,PLTR240315C00038000,0.95,0,0.31,0.33,0,0.7181,0.1016,0.0205,3,38.00,PLTR240315P00038000,19.5,0,22.4,22.5,0,0,-0.9865,0.0168,0
Fri Mar 15 2024,PLTR240315C00039000,0.36,0,0.29,0.31,0,0.7234,0.0956,0.0195,53,39.00,PLTR240315P00039000,21,0,23.4,23.5,0,0,-0.9916,0.0104,0
Fri Mar 15 2024,PLTR240315C00040000,0.29,0,0.27,0.3,0,0.7306,0.0901,0.0185,142,40.00,PLTR240315P00040000,0,0,24.25,24.55,0,0,-0.9948,0.0064,0
